nvidia@nvidia-desktop:~/Desktop$ python3 6imu.py
IMU 0 initialized on TCA Channel 0
IMU 1 initialized on TCA Channel 1
IMU 2 initialized on TCA Channel 2
IMU 3 initialized on TCA Channel 3
IMU 4 initialized on TCA Channel 4
IMU 5 initialized on TCA Channel 5

Starting data stream (50Hz)... Press Ctrl+C to stop.

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
   5.416 | 5  |    0.980   -0.040    0.215 |   -10.4   -76.4    55.5
   5.454 | 0  |    0.710   -0.073   -0.730 |  -174.8   -44.0   177.7
   5.454 | 1  |         Comm Error         |            -           
   5.454 | 2  |    0.724   -0.671    0.220 |   -77.3   -44.7   -54.5
   5.454 | 3  |         Comm Error         |            -           
   5.454 | 4  |         Comm Error         |            -           
   5.454 | 5  |    0.982   -0.041    0.217 |   -10.4   -76.4    55.4
   5.492 | 0  |    0.704   -0.073   -0.733 |  -174.7   -44.0   177.6
   5.492 | 1  |         Comm Error         |            -           
   5.492 | 2  |    0.677   -0.728    0.122 |   -79.1   -42.6   -52.3
   5.492 | 3  |         Comm Error         |            -           
   5.492 | 4  |         Comm Error         |            -           
   5.492 | 5  |    0.979   -0.038    0.211 |   -10.2   -76.4    55.3
   5.530 | 0  |    0.710   -0.064   -0.731 |  -174.7   -44.0   177.7
   5.530 | 1  |         Comm Error         |            -           
   5.530 | 2  |    0.677   -0.758    0.116 |   -80.9   -40.0   -50.0
   5.530 | 3  |         Comm Error         |            -           
   5.530 | 4  |         Comm Error         |            -           
   5.530 | 5  |    0.980   -0.040    0.217 |   -10.2   -76.4    55.3
   5.568 | 0  |    0.711   -0.058   -0.732 |  -174.8   -44.0   177.8
   5.568 | 1  |         Comm Error         |            -           
   5.568 | 2  |    0.647   -0.795    0.092 |   -83.0   -37.6   -47.5
   5.568 | 3  |         Comm Error         |            -           
   5.568 | 4  |         Comm Error         |            -           
   5.568 | 5  |    0.982   -0.042    0.215 |   -10.3   -76.4    55.4
   5.607 | 0  |    0.711   -0.057   -0.734 |  -175.0   -44.0   177.9
   5.607 | 1  |         Comm Error         |            -           
   5.607 | 2  |    0.554   -0.846    0.064 |   -84.6   -34.5   -45.7
   5.607 | 3  |         Comm Error         |            -           
   5.607 | 4  |         Comm Error         |            -           
   5.607 | 5  |    0.981   -0.039    0.215 |   -10.2   -76.4    55.4
   5.645 | 0  |    0.707   -0.063   -0.731 |  -175.1   -44.0   177.9
   5.645 | 1  |         Comm Error         |            -           
   5.645 | 2  |    0.515   -0.864    0.041 |   -86.3   -31.1   -43.8
   5.645 | 3  |         Comm Error         |            -           
   5.645 | 4  |         Comm Error         |            -           
   5.645 | 5  |    0.981   -0.035    0.213 |   -10.0   -76.4    55.2
   5.683 | 0  |    0.710   -0.066   -0.735 |  -175.1   -43.9   177.9
   5.683 | 1  |         Comm Error         |            -           
   5.683 | 2  |    0.500   -0.886    0.027 |   -87.5   -27.9   -41.8
   5.683 | 3  |         Comm Error         |            -           
   5.683 | 4  |         Comm Error         |            -           
   5.683 | 5  |    0.980   -0.037    0.213 |    -9.9   -76.5    55.1
   5.721 | 0  |    0.711   -0.062   -0.732 |  -175.1   -44.0   177.9
   5.721 | 1  |         Comm Error         |            -           
   5.721 | 2  |    0.452   -0.925   -0.002 |   -89.0   -25.4   -40.4
   5.721 | 3  |         Comm Error         |            -           
   5.721 | 4  |         Comm Error         |            -           
   5.721 | 5  |    0.984   -0.037    0.216 |    -9.8   -76.5    55.0
   5.759 | 0  |    0.709   -0.048   -0.736 |  -175.3   -43.9   178.1
   5.759 | 1  |         Comm Error         |            -           
   5.759 | 2  |    0.408   -0.968   -0.021 |   -90.5   -21.8   -38.6
   5.759 | 3  |         Comm Error         |            -           
   5.759 | 4  |         Comm Error         |            -           
   5.759 | 5  |    0.982   -0.036    0.214 |    -9.7   -76.5    54.9
   5.797 | 0  |    0.712   -0.043   -0.730 |  -175.7   -44.0   178.2
   5.797 | 1  |         Comm Error         |            -           
   5.797 | 2  |    0.380   -0.993   -0.045 |   -91.8   -18.5   -36.8
   5.797 | 3  |         Comm Error         |            -           
   5.797 | 4  |         Comm Error         |            -           
   5.797 | 5  |    0.979   -0.040    0.210 |    -9.7   -76.5    54.9
   5.835 | 0  |    0.715   -0.048   -0.724 |  -175.9   -44.0   178.3
   5.835 | 1  |         Comm Error         |            -           
   5.835 | 2  |    0.368   -0.998   -0.060 |   -92.9   -16.0   -35.3
   5.835 | 3  |         Comm Error         |            -           
   5.835 | 4  |         Comm Error         |            -           
   5.835 | 5  |    0.982   -0.035    0.217 |    -9.6   -76.5    54.9
   5.873 | 0  |    0.708   -0.061   -0.724 |  -175.9   -44.0   178.1
   5.873 | 1  |         Comm Error         |            -           
   5.873 | 2  |    0.360   -0.982   -0.054 |   -93.5   -14.6   -33.8
   5.873 | 3  |         Comm Error         |            -           
   5.873 | 4  |         Comm Error         |            -           
   5.873 | 5  |    0.981   -0.040    0.208 |    -9.6   -76.5    54.9
   5.912 | 0  |    0.708   -0.068   -0.724 |  -175.8   -44.0   177.9
   5.912 | 1  |         Comm Error         |            -           
   5.912 | 2  |    0.364   -0.976   -0.070 |   -94.2   -14.2   -32.6
   5.912 | 3  |         Comm Error         |            -           
   5.912 | 4  |         Comm Error         |            -           
   5.912 | 5  |    0.980   -0.040    0.210 |    -9.6   -76.6    55.1
   5.950 | 0  |    0.706   -0.071   -0.728 |  -175.5   -43.9   177.6
   5.950 | 1  |         Comm Error         |            -           
   5.950 | 2  |    0.381   -0.975   -0.063 |   -94.8   -14.2   -31.5
   5.950 | 3  |         Comm Error         |            -           
   5.950 | 4  |         Comm Error         |            -           
   5.950 | 5  |    0.983   -0.032    0.211 |    -9.5   -76.6    55.0
   5.988 | 0  |    0.705   -0.069   -0.734 |  -175.4   -43.9   177.5
   5.988 | 1  |         Comm Error         |            -           
   5.988 | 2  |    0.399   -0.960   -0.065 |   -95.0   -14.8   -30.6
   5.988 | 3  |         Comm Error         |            -           
   5.988 | 4  |         Comm Error         |            -           
   5.988 | 5  |    0.982   -0.030    0.214 |    -9.1   -76.6    54.7
   6.026 | 0  |    0.708   -0.066   -0.737 |  -175.3   -43.8   177.4
   6.026 | 1  |         Comm Error         |            -           
   6.026 | 2  |    0.405   -0.979   -0.062 |   -95.0   -15.8   -30.2
   6.026 | 3  |         Comm Error         |            -           
   6.026 | 4  |         Comm Error         |            -           
   6.026 | 5  |    0.980   -0.025    0.218 |    -8.6   -76.6    54.4
   6.064 | 0  |    0.707   -0.121   -0.737 |  -174.8   -43.8   177.2
   6.064 | 1  |         Comm Error         |            -           
   6.064 | 2  |    0.396   -0.996   -0.053 |   -94.8   -17.0   -30.4
   6.064 | 3  |         Comm Error         |            -           
   6.064 | 4  |         Comm Error         |            -           
   6.064 | 5  |    0.985   -0.025    0.224 |    -8.1   -76.5    53.8
   6.101 | 0  |    0.708   -0.134   -0.741 |  -173.8   -43.7   177.0
   6.101 | 1  |         Comm Error         |            -           
   6.101 | 2  |    0.369   -0.963   -0.112 |   -95.0   -18.1   -30.7
   6.101 | 3  |         Comm Error         |            -           
   6.101 | 4  |         Comm Error         |            -           
   6.101 | 5  |    0.987   -0.021    0.221 |    -7.5   -76.4    53.3
   6.141 | 0  |    0.718   -0.075   -0.749 |  -173.1   -43.7   177.4
   6.141 | 1  |         Comm Error         |            -           
   6.141 | 2  |    0.418   -0.958   -0.021 |   -94.3   -20.0   -31.5
   6.141 | 3  |         Comm Error         |            -           
   6.141 | 4  |         Comm Error         |            -           
   6.141 | 5  |    0.969   -0.029    0.217 |    -7.5   -76.4    53.2
   6.179 | 0  |    0.720   -0.033   -0.736 |  -173.2   -43.8   178.3
   6.179 | 1  |         Comm Error         |            -           
   6.179 | 2  |    0.401   -0.973   -0.041 |   -93.2   -22.2   -33.2
   6.179 | 3  |         Comm Error         |            -           
   6.179 | 4  |         Comm Error         |            -           
   6.179 | 5  |    0.984   -0.031    0.219 |    -7.5   -76.4    53.1
   6.218 | 0  |    0.706   -0.024   -0.742 |  -173.8   -43.6   179.1
   6.218 | 1  |         Comm Error         |            -           
   6.218 | 2  |    0.403   -1.002    0.012 |   -91.8   -24.0   -35.0
   6.218 | 3  |         Comm Error         |            -           
   6.218 | 4  |         Comm Error         |            -           
   6.218 | 5  |    0.984   -0.036    0.211 |    -7.7   -76.4    53.2
   6.255 | 0  |    0.698   -0.037   -0.742 |  -174.5   -43.4   179.9
   6.255 | 1  |         Comm Error         |            -           
   6.255 | 2  |    0.400   -0.999   -0.015 |   -90.4   -26.0   -36.6
   6.255 | 3  |         Comm Error         |            -           
   6.255 | 4  |         Comm Error         |            -           
   6.255 | 5  |    0.979   -0.031    0.229 |    -7.6   -76.3    53.1
   6.293 | 0  |    0.701   -0.057   -0.743 |  -174.8   -43.2  -179.9
   6.293 | 1  |         Comm Error         |            -           
   6.293 | 2  |    0.475   -0.989   -0.009 |   -89.2   -28.2   -38.0
   6.293 | 3  |         Comm Error         |            -           
   6.293 | 4  |         Comm Error         |            -           
   6.293 | 5  |    0.981   -0.024    0.216 |    -7.3   -76.3    52.7
   6.333 | 0  |    0.700   -0.070   -0.742 |  -175.0   -43.1  -179.8
   6.333 | 1  |         Comm Error         |            -           
   6.333 | 2  |    0.477   -0.972   -0.006 |   -88.0   -30.0   -39.8
   6.333 | 3  |         Comm Error         |            -           
   6.333 | 4  |         Comm Error         |            -           
   6.333 | 5  |    0.982   -0.035    0.223 |    -7.5   -76.3    52.8
   6.371 | 0  |    0.700   -0.073   -0.741 |  -175.2   -43.1  -179.7
   6.371 | 1  |         Comm Error         |            -           
   6.371 | 2  |    0.491   -0.961    0.002 |   -86.8   -31.6   -41.6
   6.371 | 3  |         Comm Error         |            -           
   6.371 | 4  |         Comm Error         |            -           
   6.371 | 5  |    0.982   -0.033    0.221 |    -7.7   -76.2    53.0
   6.408 | 0  |    0.698   -0.068   -0.739 |  -175.2   -43.0  -179.6
   6.408 | 1  |         Comm Error         |            -           
   6.408 | 2  |    0.506   -0.933    0.015 |   -85.1   -33.6   -44.2
   6.408 | 3  |         Comm Error         |            -           
   6.408 | 4  |         Comm Error         |            -           
   6.408 | 5  |    0.980   -0.033    0.220 |    -7.8   -76.1    53.0
   6.448 | 0  |    0.705   -0.060   -0.737 |  -175.4   -43.1  -179.4
   6.448 | 1  |         Comm Error         |            -           
   6.448 | 2  |    0.549   -0.904    0.024 |   -83.3   -35.8   -46.8
   6.448 | 3  |         Comm Error         |            -           
   6.448 | 4  |         Comm Error         |            -           
   6.448 | 5  |    0.978   -0.035    0.222 |    -8.0   -76.1    53.2
   6.486 | 0  |    0.708   -0.054   -0.737 |  -175.6   -43.1  -179.3
   6.486 | 1  |         Comm Error         |            -           
   6.486 | 2  |    0.573   -0.880    0.061 |   -81.4   -38.0   -49.6
   6.486 | 3  |         Comm Error         |            -           
   6.486 | 4  |         Comm Error         |            -           
   6.486 | 5  |    0.981   -0.033    0.229 |    -8.2   -76.0    53.3
   6.525 | 0  |    0.702   -0.054   -0.737 |  -175.8   -43.1  -179.2
   6.525 | 1  |         Comm Error         |            -           
   6.525 | 2  |    0.619   -0.840    0.079 |   -79.4   -40.2   -52.6
   6.525 | 3  |         Comm Error         |            -           
   6.525 | 4  |         Comm Error         |            -           
   6.525 | 5  |    0.978   -0.037    0.221 |    -8.4   -76.0    53.5
   6.563 | 0  |    0.696   -0.059   -0.733 |  -175.8   -43.2  -179.2
   6.563 | 1  |         Comm Error         |            -           
   6.563 | 2  |    0.635   -0.810    0.090 |   -76.9   -42.6   -55.6
   6.563 | 3  |         Comm Error         |            -           
   6.563 | 4  |         Comm Error         |            -           
   6.563 | 5  |    0.978   -0.037    0.225 |    -8.6   -76.0    53.7
   6.601 | 0  |    0.700   -0.057   -0.736 |  -175.8   -43.1  -179.3
   6.601 | 1  |         Comm Error         |            -           
   6.601 | 2  |    0.676   -0.762    0.135 |   -74.9   -44.6   -58.1
   6.601 | 3  |         Comm Error         |            -           
   6.601 | 4  |         Comm Error         |            -           
   6.601 | 5  |    0.977   -0.033    0.226 |    -8.5   -75.9    53.6
   6.640 | 0  |    0.706   -0.056   -0.733 |  -175.7   -43.2  -179.5
   6.640 | 1  |         Comm Error         |            -           
   6.640 | 2  |    0.704   -0.719    0.137 |   -72.0   -47.2   -61.3
   6.640 | 3  |         Comm Error         |            -           
   6.640 | 4  |         Comm Error         |            -           
   6.640 | 5  |    0.976   -0.033    0.227 |    -8.4   -75.9    53.5
   6.678 | 0  |    0.709   -0.062   -0.735 |  -175.7   -43.2  -179.7
   6.678 | 1  |         Comm Error         |            -           
   6.678 | 2  |    0.764   -0.650    0.215 |   -68.5   -50.0   -64.9
   6.678 | 3  |         Comm Error         |            -           
   6.678 | 4  |         Comm Error         |            -           
   6.678 | 5  |    0.975   -0.034    0.229 |    -8.3   -75.8    53.4
   6.715 | 0  |    0.700   -0.066   -0.736 |  -175.7   -43.0  -179.8
   6.715 | 1  |         Comm Error         |            -           
   6.715 | 2  |    0.796   -0.577    0.250 |   -64.2   -53.1   -69.1
   6.715 | 3  |         Comm Error         |            -           
   6.715 | 4  |         Comm Error         |            -           
   6.715 | 5  |    0.977   -0.030    0.230 |    -8.2   -75.8    53.3
   6.753 | 0  |    0.697   -0.067   -0.738 |  -175.8   -42.9  -180.0
   6.753 | 1  |         Comm Error         |            -           
   6.753 | 2  |    0.847   -0.531    0.277 |   -59.4   -56.1   -73.9
   6.753 | 3  |         Comm Error         |            -           
   6.753 | 4  |         Comm Error         |            -           
   6.753 | 5  |    0.978   -0.031    0.229 |    -8.1   -75.8    53.2
   6.792 | 0  |    0.694   -0.062   -0.745 |  -175.9   -42.7   180.0
   6.792 | 1  |         Comm Error         |            -           
   6.792 | 2  |    0.868   -0.459    0.326 |   -54.8   -58.0   -78.4
   6.792 | 3  |         Comm Error         |            -           
   6.792 | 4  |         Comm Error         |            -           
   6.792 | 5  |    0.975   -0.028    0.238 |    -7.8   -75.7    52.9
   6.830 | 0  |    0.687   -0.059   -0.742 |  -176.1   -42.5   179.9
   6.830 | 1  |         Comm Error         |            -           
   6.830 | 2  |    0.870   -0.381    0.353 |   -47.5   -60.1   -85.6
   6.830 | 3  |         Comm Error         |            -           
   6.830 | 4  |         Comm Error         |            -           
   6.830 | 5  |    0.976   -0.033    0.225 |    -7.8   -75.7    52.9
   6.868 | 0  |    0.688   -0.052   -0.743 |  -176.2   -42.4   180.0
   6.868 | 1  |         Comm Error         |            -           
   6.868 | 2  |    0.878   -0.329    0.381 |   -39.5   -61.5   -93.5
   6.868 | 3  |         Comm Error         |            -           
   6.868 | 4  |         Comm Error         |            -           
   6.868 | 5  |    0.977   -0.029    0.231 |    -7.8   -75.7    52.8
   6.906 | 0  |    0.686   -0.043   -0.746 |  -176.4   -42.2  -180.0
   6.906 | 1  |         Comm Error         |            -           
   6.906 | 2  |    0.897   -0.263    0.391 |   -31.4   -62.5  -101.6
   6.906 | 3  |         Comm Error         |            -           
   6.906 | 4  |         Comm Error         |            -           
   6.906 | 5  |    0.977   -0.028    0.231 |    -7.5   -75.7    52.6
   6.946 | 0  |    0.681   -0.040   -0.748 |  -176.7   -42.1  -179.9
   6.946 | 1  |         Comm Error         |            -           
   6.946 | 2  |    0.881   -0.196    0.404 |   -22.9   -63.0  -110.0
   6.946 | 3  |         Comm Error         |            -           
   6.946 | 4  |         Comm Error         |            -           
   6.946 | 5  |    0.977   -0.035    0.224 |    -7.7   -75.8    52.7
   6.984 | 0  |    0.674   -0.037   -0.751 |  -177.0   -42.0  -179.9
   6.984 | 1  |         Comm Error         |            -           
   6.984 | 2  |    0.847   -0.125    0.420 |   -14.2   -62.8  -118.4
   6.984 | 3  |         Comm Error         |            -           
   6.984 | 4  |         Comm Error         |            -           
   6.984 | 5  |    0.979   -0.027    0.227 |    -7.7   -75.9    52.7
   7.021 | 0  |    0.679   -0.034   -0.753 |  -177.3   -41.9  -179.9
   7.021 | 1  |         Comm Error         |            -           
   7.021 | 2  |    0.873   -0.089    0.438 |    -6.5   -62.5  -126.2
   7.021 | 3  |         Comm Error         |            -           
   7.021 | 4  |         Comm Error         |            -           
   7.021 | 5  |    0.978   -0.029    0.228 |    -7.5   -75.9    52.5
   7.061 | 0  |    0.682   -0.032   -0.753 |  -177.6   -41.9  -179.9
   7.061 | 1  |         Comm Error         |            -           
   7.061 | 2  |    0.836   -0.006    0.457 |    -0.7   -62.0  -131.9
   7.061 | 3  |         Comm Error         |            -           
   7.061 | 4  |         Comm Error         |            -           
   7.061 | 5  |    0.978   -0.041    0.221 |    -7.8   -75.9    52.8
   7.099 | 0  |    0.673   -0.032   -0.753 |  -177.8   -41.7  -179.9
   7.099 | 1  |         Comm Error         |            -           
   7.099 | 2  |    0.872    0.068    0.456 |     7.3   -60.9  -139.5
   7.099 | 3  |         Comm Error         |            -           
   7.099 | 4  |         Comm Error         |            -           
   7.099 | 5  |    0.976   -0.027    0.228 |    -7.8   -75.9    52.7
   7.136 | 0  |    0.675   -0.034   -0.758 |  -177.9   -41.7  -179.9
   7.136 | 1  |         Comm Error         |            -           
   7.136 | 2  |    0.839    0.088    0.466 |    13.7   -59.7  -145.9
   7.136 | 3  |         Comm Error         |            -           
   7.136 | 4  |         Comm Error         |            -           
   7.136 | 5  |    0.980   -0.030    0.224 |    -7.6   -75.9    52.6
   7.174 | 0  |    0.680   -0.029   -0.755 |  -178.0   -41.7  -179.9
   7.174 | 1  |         Comm Error         |            -           
   7.174 | 2  |    0.814    0.155    0.476 |    19.7   -58.2  -151.8
   7.174 | 3  |         Comm Error         |            -           
   7.174 | 4  |         Comm Error         |            -           
   7.174 | 5  |    0.978   -0.035    0.224 |    -7.7   -75.9    52.7
   7.212 | 0  |    0.674   -0.029   -0.756 |  -178.0   -41.6  -180.0
   7.212 | 1  |         Comm Error         |            -           
   7.212 | 2  |    0.788    0.227    0.472 |    24.0   -56.3  -157.4
   7.212 | 3  |         Comm Error         |            -           
   7.212 | 4  |         Comm Error         |            -           
   7.212 | 5  |    0.979   -0.030    0.224 |    -7.6   -75.9    52.6
   7.250 | 0  |    0.673   -0.029   -0.756 |  -178.0   -41.6  -180.0
   7.250 | 1  |         Comm Error         |            -           
   7.250 | 2  |    0.758    0.282    0.485 |    29.0   -54.6  -161.0
   7.250 | 3  |         Comm Error         |            -           
   7.250 | 4  |         Comm Error         |            -           
   7.250 | 5  |    0.980   -0.029    0.224 |    -7.5   -76.0    52.5
   7.288 | 0  |    0.677   -0.024   -0.757 |  -178.0   -41.7  -180.0
   7.288 | 1  |         Comm Error         |            -           
   7.288 | 2  |    0.760    0.297    0.491 |    32.7   -52.8  -164.9
   7.288 | 3  |         Comm Error         |            -           
   7.288 | 4  |         Comm Error         |            -           
   7.288 | 5  |    0.978   -0.025    0.228 |    -7.4   -75.9    52.5
   7.326 | 0  |    0.684   -0.020   -0.757 |  -178.0   -41.7  -179.9
   7.326 | 1  |         Comm Error         |            -           
   7.326 | 2  |    0.724    0.386    0.497 |    36.1   -50.6  -168.3
   7.326 | 3  |         Comm Error         |            -           
   7.326 | 4  |         Comm Error         |            -           
   7.326 | 5  |    0.980   -0.033    0.225 |    -7.4   -75.9    52.5
   7.365 | 0  |    0.675   -0.022   -0.757 |  -178.1   -41.7  -179.9
   7.365 | 1  |         Comm Error         |            -           
   7.365 | 2  |    0.706    0.419    0.490 |    39.2   -48.5  -171.1
   7.365 | 3  |         Comm Error         |            -           
   7.365 | 4  |         Comm Error         |            -           
   7.365 | 5  |    0.977   -0.032    0.217 |    -7.6   -76.0    52.7
   7.403 | 0  |    0.678   -0.028   -0.758 |  -178.0   -41.7  -180.0
   7.403 | 1  |         Comm Error         |            -           
   7.403 | 2  |    0.679    0.451    0.481 |    41.6   -46.5  -173.5
   7.403 | 3  |         Comm Error         |            -           
   7.403 | 4  |         Comm Error         |            -           
   7.403 | 5  |    0.979   -0.029    0.226 |    -7.6   -76.0    52.8
   7.441 | 0  |    0.680   -0.031   -0.757 |  -177.9   -41.8   179.9
   7.441 | 1  |         Comm Error         |            -           
   7.441 | 2  |    0.621    0.494    0.475 |    43.2   -44.6  -175.4
   7.441 | 3  |         Comm Error         |            -           
   7.441 | 4  |         Comm Error         |            -           
   7.441 | 5  |    0.979   -0.035    0.221 |    -7.8   -76.0    53.0
   7.479 | 0  |    0.677   -0.033   -0.758 |  -177.8   -41.8   179.9
   7.479 | 1  |         Comm Error         |            -           
   7.479 | 2  |    0.570    0.520    0.469 |    45.0   -43.2  -176.5
   7.479 | 3  |         Comm Error         |            -           
   7.479 | 4  |         Comm Error         |            -           
   7.479 | 5  |    0.980   -0.033    0.216 |    -8.0   -76.0    53.2
   7.517 | 0  |    0.668   -0.035   -0.764 |  -177.6   -41.6   179.8
   7.517 | 1  |         Comm Error         |            -           
   7.517 | 2  |    0.478    0.542    0.462 |    45.9   -41.5  -177.1
   7.517 | 3  |         Comm Error         |            -           
   7.517 | 4  |         Comm Error         |            -           
   7.517 | 5  |    0.982   -0.028    0.220 |    -7.9   -76.0    53.3
   7.557 | 0  |    0.672   -0.036   -0.772 |  -177.5   -41.5   179.7
   7.557 | 1  |         Comm Error         |            -           
   7.557 | 2  |    0.503    0.505    0.455 |    45.9   -40.8  -176.8
   7.557 | 3  |         Comm Error         |            -           
   7.557 | 4  |         Comm Error         |            -           
   7.557 | 5  |    0.977   -0.028    0.220 |    -7.9   -76.1    53.4
   7.595 | 0  |    0.682   -0.032   -0.773 |  -177.4   -41.5   179.7
   7.595 | 1  |         Comm Error         |            -           
   7.595 | 2  |    0.601    0.442    0.450 |    44.6   -42.2  -175.4
   7.595 | 3  |         Comm Error         |            -           
   7.595 | 4  |         Comm Error         |            -           
   7.595 | 5  |    0.979   -0.024    0.227 |    -7.8   -76.1    53.4
   7.632 | 0  |    0.686   -0.021   -0.770 |  -177.5   -41.4   179.9
   7.632 | 1  |         Comm Error         |            -           
   7.632 | 2  |    0.589    0.413    0.455 |    42.6   -44.2  -173.2
   7.632 | 3  |         Comm Error         |            -           
   7.632 | 4  |         Comm Error         |            -           
   7.632 | 5  |    0.983   -0.033    0.229 |    -7.9   -76.1    53.6

----------------------------------------------------------------------------------------
Rel_Time(s)  | ID |  Accel_X  Accel_Y  Accel_Z |    Roll   Pitch     Yaw
----------------------------------------------------------------------------------------
   7.671 | 0  |    0.667   -0.022   -0.765 |  -177.7   -41.3  -180.0
   7.671 | 1  |         Comm Error         |            -           
   7.671 | 2  |    0.664    0.370    0.459 |    39.8   -47.0  -170.3
   7.671 | 3  |         Comm Error         |            -           
   7.671 | 4  |         Comm Error         |            -           
   7.671 | 5  |    0.977   -0.034    0.218 |    -8.2   -76.1    53.8
   7.710 | 0  |    0.671   -0.027   -0.762 |  -177.7   -41.2   180.0
   7.710 | 1  |         Comm Error         |            -           
   7.710 | 2  |    0.704    0.300    0.447 |    36.8   -49.6  -167.3
   7.710 | 3  |         Comm Error         |            -           
   7.710 | 4  |         Comm Error         |            -           
   7.710 | 5  |    0.980   -0.027    0.229 |    -8.1   -76.1    53.8
   7.748 | 0  |    0.677   -0.033   -0.765 |  -177.6   -41.1   179.8
   7.748 | 1  |         Comm Error         |            -           
   7.748 | 2  |    0.724    0.237    0.443 |    31.7   -53.0  -162.2
   7.748 | 3  |         Comm Error         |            -           
   7.748 | 4  |         Comm Error         |            -           
   7.748 | 5  |    0.980   -0.035    0.223 |    -8.1   -76.1    53.8
   7.786 | 0  |    0.671   -0.036   -0.763 |  -177.5   -41.1   179.6
   7.786 | 1  |         Comm Error         |            -           
   7.786 | 2  |    0.741    0.246    0.372 |    26.3   -56.4  -156.4
   7.786 | 3  |         Comm Error         |            -           
   7.786 | 4  |         Comm Error         |            -           
   7.786 | 5  |    0.980   -0.042    0.223 |    -8.4   -76.1    54.1
   7.824 | 0  |    0.662   -0.047   -0.764 |  -177.3   -41.0   179.4
   7.824 | 1  |         Comm Error         |            -           
   7.824 | 2  |    0.812    0.155    0.367 |    18.7   -59.8  -148.5
   7.824 | 3  |         Comm Error         |            -           
   7.824 | 4  |         Comm Error         |            -           
   7.824 | 5  |    0.974   -0.028    0.218 |    -8.4   -76.1    54.2
   7.862 | 0  |    0.683   -0.041   -0.766 |  -177.1   -41.0   179.1
   7.862 | 1  |         Comm Error         |            -           
   7.862 | 2  |    0.831   -0.022    0.443 |     6.8   -61.9  -136.7
   7.862 | 3  |         Comm Error         |            -           
   7.862 | 4  |         Comm Error         |            -           
   7.862 | 5  |    0.979   -0.031    0.228 |    -8.3   -76.1    54.0
   7.900 | 0  |    0.685   -0.033   -0.760 |  -177.1   -41.1   179.0
   7.900 | 1  |         Comm Error         |            -           
   7.900 | 2  |    0.990   -0.091    0.453 |    -2.0   -63.5  -128.0
   7.900 | 3  |         Comm Error         |            -           
   7.900 | 4  |         Comm Error         |            -           
   7.900 | 5  |    0.981   -0.040    0.225 |    -8.5   -76.1    54.2
   7.938 | 0  |    0.666   -0.049   -0.757 |  -177.1   -41.0   178.7
   7.938 | 1  |         Comm Error         |            -           
   7.938 | 2  |    0.994   -0.139    0.450 |   -13.8   -64.5  -116.2
   7.938 | 3  |         Comm Error         |            -           
   7.938 | 4  |         Comm Error         |            -           
   7.938 | 5  |    0.976   -0.038    0.218 |    -8.8   -76.1    54.4
   7.977 | 0  |    0.658   -0.056   -0.759 |  -177.0   -40.9   178.3
   7.977 | 1  |         Comm Error         |            -           
   7.977 | 2  |    0.917   -0.169    0.419 |   -23.6   -64.2  -106.4
   7.977 | 3  |         Comm Error         |            -           
   7.977 | 4  |         Comm Error         |            -           
   7.977 | 5  |    0.978   -0.037    0.220 |    -8.9   -76.2    54.6
   8.016 | 0  |    0.660   -0.054   -0.765 |  -176.8   -40.8   178.0
   8.016 | 1  |         Comm Error         |            -           
   8.016 | 2  |    0.945   -0.224    0.419 |   -32.6   -63.5   -97.3
   8.016 | 3  |         Comm Error         |            -           
   8.016 | 4  |         Comm Error         |            -           
   8.016 | 5  |    0.983   -0.039    0.215 |    -9.1   -76.2    54.7
   8.053 | 0  |    0.666   -0.051   -0.771 |  -176.7   -40.8   177.9
   8.053 | 1  |         Comm Error         |            -           
   8.053 | 2  |    0.889   -0.304    0.384 |   -40.6   -62.0   -89.3
   8.053 | 3  |         Comm Error         |            -           
   8.053 | 4  |         Comm Error         |            -           
   8.053 | 5  |    0.980   -0.039    0.220 |    -9.2   -76.3    54.8
   8.093 | 0  |    0.669   -0.045   -0.773 |  -176.7   -40.8   177.8
   8.093 | 1  |         Comm Error         |            -           
   8.093 | 2  |    0.881   -0.341    0.371 |   -47.1   -59.5   -82.6
   8.093 | 3  |         Comm Error         |            -           
   8.093 | 4  |         Comm Error         |            -           
   8.093 | 5  |    0.980   -0.042    0.209 |    -9.5   -76.4    55.1
   8.130 | 0  |    0.664   -0.040   -0.774 |  -176.8   -40.7   177.8
   8.130 | 1  |         Comm Error         |            -           
   8.130 | 2  |    0.855   -0.428    0.313 |   -52.3   -57.6   -77.5
   8.130 | 3  |         Comm Error         |            -           
   8.130 | 4  |         Comm Error         |            -           
   8.130 | 5  |    0.982   -0.034    0.227 |    -9.3   -76.3    55.0
   8.168 | 0  |    0.664   -0.040   -0.776 |  -176.8   -40.6   177.8
   8.168 | 1  |         Comm Error         |            -           
   8.168 | 2  |    0.841   -0.496    0.297 |   -58.6   -54.9   -71.2
   8.168 | 3  |         Comm Error         |            -           
   8.168 | 4  |         Comm Error         |            -           
   8.168 | 5  |    0.981   -0.039    0.210 |    -9.4   -76.4    55.1
   8.206 | 0  |    0.663   -0.041   -0.778 |  -176.9   -40.6   177.8
   8.206 | 1  |         Comm Error         |            -           
